,ID,Event Name,Award ID,Project Title,PI Institution,Other Institution,Prevention and diagnostic tools,Novel approaches and new therapeutic platforms,Immunotherapies and personalized vaccines,Addressing cancer disparities,Pediatric cancers,Specific Aims,Aim 1,Aim 2,Aim 3,Aim 4,Aim 5,Aim 6,Public Health Significance,Award Amount,Grant Start Date:,Grant End Date:,Complete,SR - None,SR - Biobehaviorial MCC,SR - Biorepository & Tissue Tech. MCC,SR - Biostatistics MCC,SR - Clinical Trials Office MCC,SR - Flow Cytometry MCC,SR - Genomics & Computational Bio. MCC,SR - In Vivo Imaging MCC,SR - Microscopy MCC,SR - Radiation Medicine MCC,SR - Transgenic Mouse MCC,SR - Gene Transfer/Targeting/Therap Salk,SR - Transgenic Salk,SR - Mass Spect - Proteom/Metabol Salk,SR - Chemical Library Screening SBPMDI,SR - Functional Genomics SBPMDI,Cancer Metabolism SBPMDI,"Pedal Importance (recruitment, retention, advancement)","If yes, please specify","If no, please specify",Clinical Trials Resulted,First Clinical Trial,First Clinical Trial Patient Count,Second Clinical Trial,Second Clinical Trial Patient Count,Companies Founded,Patents Filed,Patent Details,Peer-Reviewed Publications Count
38,161.0,Initial,161.1,Therapeutic Reprogramming of Pancreatic Cancer Stroma Via Modulation of p62 and p53 (YEAR 1),Salk Institute,,False,True,False,False,False,Two Specific Aims,1a. Effect of p62 or p53 stromal deficiency on PDAC progression in vivo.    1b. Human organotypic studies to explore the role of p62 and p53 deficient CAFs in PDAC progression.  ,Identify modulators of p62 or p35 activity in the tumor stroma.,,,,,"Pancreatic cancer remains the most deadly common cancer in the U.S. with a 5-year survival rate of 6%. Despite the fact that fewer persons are diagnosed with pancreatic cancer than many other cancers, this high death rate will likely make it the number 2 cancer killer by 2020. Clearly, new therapies for this disease are desperately needed. A unique feature of pancreatic cancer is that the cancer cells embed themselves within a hard matrix consisting of scar-like tissue and non-cancerous cells that help produce this scar-like tissue. Based on many scientific studies, it appears that these non-cancerous cells help to provide the cancer cells with nutrients and act as a protective barrier, effectively shielding the cancer cells from intended therapies such as chemotherapy drugs. Researchers have now attempted to target the accumulation or even destroy this scar tissue using a variety of approaches, though none have been successful to date. In fact, some approaches have caused pancreatic cancer to grow faster in mouse models of the disease. Our laboratories have identified that the non-cancerous cells present in pancreatic tumors have lost the function of 2 proteins, p53 and p62, that normally act to suppress cancer development. We believe that restoring the function of these proteins may act to ""reprogram"" these cells so that they can no longer support the growth of pancreatic cancer or maintain this barrier to drug penetration. We propose to study how losing the function of the p53 and p62 proteins affects the growth and spread of pancreatic cancer. Next we will use new tools developed by our group to rapidly screen through a very large number of drugs in order to identify those which can restore p53 and p62 function. By identifying such drugs, we will then be in a position to test them as part of a new treatment approach to pancreatic cancer.",300000.0,2015-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
39,162.0,Initial,161.2,Therapeutic Reprogramming of Pancreatic Cancer Stroma Via Modulation of p62 and p53 (YEAR 1),Sanford Burnum,,False,True,False,False,False,Two Specific Aims,1a. Effect of p62 or p53 stromal deficiency on PDAC progression in vivo.    1b. Human organotypic studies to explore the role of p62 and p53 deficient CAFs in PDAC progression.  ,Identify modulators of p62 or p35 activity in the tumor stroma.,,,,,"Pancreatic cancer remains the most deadly common cancer in the U.S. with a 5-year survival rate of 6%. Despite the fact that fewer persons are diagnosed with pancreatic cancer than many other cancers, this high death rate will likely make it the number 2 cancer killer by 2020. Clearly, new therapies for this disease are desperately needed. A unique feature of pancreatic cancer is that the cancer cells embed themselves within a hard matrix consisting of scar-like tissue and non-cancerous cells that help produce this scar-like tissue. Based on many scientific studies, it appears that these non-cancerous cells help to provide the cancer cells with nutrients and act as a protective barrier, effectively shielding the cancer cells from intended therapies such as chemotherapy drugs. Researchers have now attempted to target the accumulation or even destroy this scar tissue using a variety of approaches, though none have been successful to date. In fact, some approaches have caused pancreatic cancer to grow faster in mouse models of the disease. Our laboratories have identified that the non-cancerous cells present in pancreatic tumors have lost the function of 2 proteins, p53 and p62, that normally act to suppress cancer development. We believe that restoring the function of these proteins may act to ""reprogram"" these cells so that they can no longer support the growth of pancreatic cancer or maintain this barrier to drug penetration. We propose to study how losing the function of the p53 and p62 proteins affects the growth and spread of pancreatic cancer. Next we will use new tools developed by our group to rapidly screen through a very large number of drugs in order to identify those which can restore p53 and p62 function. By identifying such drugs, we will then be in a position to test them as part of a new treatment approach to pancreatic cancer.",300000.0,2015-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
40,163.0,Initial,161.3,Therapeutic Reprogramming of Pancreatic Cancer Stroma Via Modulation of p62 and p53 (YEAR 1),Sanford Burnum,,False,True,False,False,False,Two Specific Aims,1a. Effect of p62 or p53 stromal deficiency on PDAC progression in vivo.    1b. Human organotypic studies to explore the role of p62 and p53 deficient CAFs in PDAC progression.  ,Identify modulators of p62 or p35 activity in the tumor stroma.,,,,,"Pancreatic cancer remains the most deadly common cancer in the U.S. with a 5-year survival rate of 6%. Despite the fact that fewer persons are diagnosed with pancreatic cancer than many other cancers, this high death rate will likely make it the number 2 cancer killer by 2020. Clearly, new therapies for this disease are desperately needed. A unique feature of pancreatic cancer is that the cancer cells embed themselves within a hard matrix consisting of scar-like tissue and non-cancerous cells that help produce this scar-like tissue. Based on many scientific studies, it appears that these non-cancerous cells help to provide the cancer cells with nutrients and act as a protective barrier, effectively shielding the cancer cells from intended therapies such as chemotherapy drugs. Researchers have now attempted to target the accumulation or even destroy this scar tissue using a variety of approaches, though none have been successful to date. In fact, some approaches have caused pancreatic cancer to grow faster in mouse models of the disease. Our laboratories have identified that the non-cancerous cells present in pancreatic tumors have lost the function of 2 proteins, p53 and p62, that normally act to suppress cancer development. We believe that restoring the function of these proteins may act to ""reprogram"" these cells so that they can no longer support the growth of pancreatic cancer or maintain this barrier to drug penetration. We propose to study how losing the function of the p53 and p62 proteins affects the growth and spread of pancreatic cancer. Next we will use new tools developed by our group to rapidly screen through a very large number of drugs in order to identify those which can restore p53 and p62 function. By identifying such drugs, we will then be in a position to test them as part of a new treatment approach to pancreatic cancer.",300000.0,2015-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
41,164.0,Initial,161.4,Therapeutic Reprogramming of Pancreatic Cancer Stroma Via Modulation of p62 and p53 (YEAR 1),UCSD - not a member of Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,1a. Effect of p62 or p53 stromal deficiency on PDAC progression in vivo.    1b. Human organotypic studies to explore the role of p62 and p53 deficient CAFs in PDAC progression.  ,Identify modulators of p62 or p35 activity in the tumor stroma.,,,,,"Pancreatic cancer remains the most deadly common cancer in the U.S. with a 5-year survival rate of 6%. Despite the fact that fewer persons are diagnosed with pancreatic cancer than many other cancers, this high death rate will likely make it the number 2 cancer killer by 2020. Clearly, new therapies for this disease are desperately needed. A unique feature of pancreatic cancer is that the cancer cells embed themselves within a hard matrix consisting of scar-like tissue and non-cancerous cells that help produce this scar-like tissue. Based on many scientific studies, it appears that these non-cancerous cells help to provide the cancer cells with nutrients and act as a protective barrier, effectively shielding the cancer cells from intended therapies such as chemotherapy drugs. Researchers have now attempted to target the accumulation or even destroy this scar tissue using a variety of approaches, though none have been successful to date. In fact, some approaches have caused pancreatic cancer to grow faster in mouse models of the disease. Our laboratories have identified that the non-cancerous cells present in pancreatic tumors have lost the function of 2 proteins, p53 and p62, that normally act to suppress cancer development. We believe that restoring the function of these proteins may act to ""reprogram"" these cells so that they can no longer support the growth of pancreatic cancer or maintain this barrier to drug penetration. We propose to study how losing the function of the p53 and p62 proteins affects the growth and spread of pancreatic cancer. Next we will use new tools developed by our group to rapidly screen through a very large number of drugs in order to identify those which can restore p53 and p62 function. By identifying such drugs, we will then be in a position to test them as part of a new treatment approach to pancreatic cancer.",300000.0,2015-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
42,46.0,Initial,46.1,An over-expressed GPCR in pancreatic cancer associated fibroblasts as a novel therapeutic target,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,Define PCAF activities in response to GPCR activation of low pH.,Develop and validate an assay to find inhibitors of GPR68 and use this assay in a pilot screen of the SBP library of compounds.,,,,,"Pancreatic ductal adenocarcinoma (PDAC) is the most common and deadly form of pancreatic cancer with >93% of PDAC patients dying less than 5 years after their diagnosis.  Part of the difficulty in treating PDAC is its characteristic dense scarring (""fibrosis"").  This scarring is generated by pancreatic cancer associated fibroblasts (PCAFs).  This project seeks to build on our recent discovery that PCAFs have high expression of a novel protein on their cell surface.  This protein, known as a GPCR, is activated by the acidic (low pH) environment that exist in pancreatic cancers.  When activated by this low pH, the PCAFs communicate with the PDC cells to enhance their growth.  In this project, UCSD investigators will conduct studies to define additional responses produced by exposure of CAFs to low pH and with Sandford-Burnham-Prebys Cancer Center/Medical Discovery Institute (SBP), will assess ""libraries"" (collections) of chemical compounds, certain of which are predicted to antagonize the GPCR we identified and which, as a result, should block the production of scarring and stimulation of PDAC growth by the PCAFs.  These studies that combine efforts at UCSD with those at SBP thus focus on the ""tumor microenvironment"" in which PDAC cells and PCAFs interact and will test the idea that a drug that blocks a special type of GPCR present in PCAF cells can provide a novel way to assist in the treatment PDAC tumors and thus ma be a new way to improve the outcome of this very deadly type of cancer.",75000.0,2017-05-01,2018-04-30,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes,Data from the Pedal the Cause project encouraged a post-doc to join our lab and initiate subsequent experiments on GPR68.,,0.0,,,,,No name yet but in the process of founding a company through UCSD with Autobahn Labs.,Yes,"A PCT was submitted in 2018: ""GPCRs in Cancer-Associated Fibroblasts"",",Four
43,124.0,Initial,46.2,An over-expressed GPCR in pancreatic cancer associated fibroblasts as a novel therapeutic target,Sanford Burnum,,False,True,False,False,False,Two Specific Aims,Define PCAF activities in response to GPCR activation of low pH.,Develop and validate an assay to find inhibitors of GPR68 and use this assay in a pilot screen of the SBP library of compounds.,,,,,"Pancreatic ductal adenocarcinoma (PDAC) is the most common and deadly form of pancreatic cancer with >93% of PDAC patients dying less than 5 years after their diagnosis.  Part of the difficulty in treating PDAC is its characteristic dense scarring (""fibrosis"").  This scarring is generated by pancreatic cancer associated fibroblasts (PCAFs).  This project seeks to build on our recent discovery that PCAFs have high expression of a novel protein on their cell surface.  This protein, known as a GPCR, is activated by the acidic (low pH) environment that exist in pancreatic cancers.  When activated by this low pH, the PCAFs communicate with the PDC cells to enhance their growth.  In this project, UCSD investigators will conduct studies to define additional responses produced by exposure of CAFs to low pH and with Sandford-Burnham-Prebys Cancer Center/Medical Discovery Institute (SBP), will assess ""libraries"" (collections) of chemical compounds, certain of which are predicted to antagonize the GPCR we identified and which, as a result, should block the production of scarring and stimulation of PDAC growth by the PCAFs.  These studies that combine efforts at UCSD with those at SBP thus focus on the ""tumor microenvironment"" in which PDAC cells and PCAFs interact and will test the idea that a drug that blocks a special type of GPCR present in PCAF cells can provide a novel way to assist in the treatment PDAC tumors and thus may be a new way to improve the outcome of this very deadly type of cancer.",75000.0,2017-05-01,2018-04-30,Complete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,No,,"no role in recruitment, retention or advancement",0.0,,,,,None,No,,Three
44,188.0,Initial,187.2,An over-expressed GPCR in pancreatic cancer associated fibroblasts as a novel therapeutic target,Sanford Burnum,,False,True,False,False,False,Two Specific Aims,Define PCAF activities in response to GPCR activation by low pH.,Develop and validate an assay to find inhibitors of GPR68 and use this assay in a pilot screen of the SBP library of compounds.,,,,,"Pancreatic ductal adenocarcinoma (PDAC) is the most common and deadly form of pancreatic cancer with <93% of PDAC patients dying less than 5 years after their diagnosis.  Part of the difficulty in treating PDAC is its characteristic dense scarring (""fibrosis"").  This scarring is generated by pancreatic cancer associated fibroblasts (PCAFs).  This project seeks to build on our recent discovery that PCAFs have high expression of novel protein on their cell surface.  This protein, known as a GPCR, is activated by the acidic (low pH) environment that exists in pancreatic cancers.  When activated by this low pH, the PCAFs communicate with the PDAC cells to enhance their growth.  In this project, UCSD investigators will conduct studies to define additional responses produced by exposure of CAFs to low pH and with Sanford-Burnham-Prebys Cancer Center/Medical Discovery Institute (SBP), will assess ""libraries"" (collections) of chemical compounds, certain of which are predicted to antagonize the GPCR we identified and which, as a result, should block the production of scarring and stimulation of PDAC growth by the PCAFs.  These studies that combine efforts at UCSD with those at SBP thus focus on the ""tumor microenvironment"" in which PDAC cells and PCAFs interact and will test the idea that a drug that blocks a special type of GPCR present in PCAF cells can provide a novel way to assist in the treatment PDAC tumors and thus may be a new way to improve the outcome of this very deadly type of cancer.",75000.0,2017-05-01,2018-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
45,25.0,Initial,25.1,FEN1 Nuclease-Targeted Therapy for Ewing Sarcoma,Moores Cancer Center,,False,False,False,False,True,Three Specific Aims,To Determine the Response of a Panel of Ewing Sarcoma Cell Lines to FEN1 Inhibitor,To Investigate the Response of Ewing Sarcoma Cell Lines to Genetic Ablation of FEN1 ,To Investigate the Role of EWS-FLI1 Fusion Gene in Causing FEN1-Dependency,,,,"Ewing sarcoma (ES) is a bone cancer that affects children and young adults. Despite aggressive treatment survival remains poor because of resistance to chemotherapy. Our study will investigate a new drug target, FEN1, to overcome resistance to current therapy.  FEN1 is an enzyme that helps with DNA replication. Others have shown that ES cells behave like BRCAdeficient cells, which we know are hypersensitive to FEN1 inhibition. ES cells are also sensitive to removal of FEN1 by a process that uses CRISPR to knockout genes. Further, we have found that ES cells from at least  one patient are hypersensitive to our FEN1 inhibitor, SMD2485.  To explore the possibility of treating ES with FEN1 inhibitors, we will measure the effects of SMD2485 in a panel of ES cells. We will compare the effects of SMD2485 to that of Olaparib (PARP inhibitor) and traditional chemotherapy. Patients that are refractory to chemotherapy are often also resistant to PARP inhibitors. By  comparing the responses to SMD2485, Olaparib, and chemo drugs, we will determine if FEN1 inhibition is efficacious in treating chemo resistant ES cells. We will silence, by using RNA interference, the abnormal EWS-FLI1 that drives ES. One of EWS-FLI1's many functions is to cause BRCA-deficiency, which then causes ES cells to be sensitive to FEN1 inhibitors. We will determine how silencing EWS-FLI1 will affect the responses  of ES cells to SMD2485, Olaparib, and chemo drugs.  This project will provide the necessary pre-clinical data for evaluating FEN1 as a drug target to treat Ewing sarcoma. ",99988.0,2019-06-01,2020-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,"The Pedal the Cause funding was instrumental for us to launch this new collaborative, translational, cancer research project and to win an NCI multi-PI R01 to support this project for 5 years. ",,0.0,,,,,None,No,,Zero
46,89.0,Initial,25.2,FEN1 Nuclease-Targeted Therapy for Ewing Sarcoma,Moores Cancer Center,,False,False,False,False,True,Three Specific Aims,To Determine the Response of a Panel of Ewing Sarcoma Cell Lines to FEN1 Inhibitor,To Investigate the Response of Ewing Sarcoma Cell Lines to Genetic Ablation of FEN1 ,To Investigate the Role of EWS-FLI1 Fusion Gene in Causing FEN1-Dependency,,,,"Ewing sarcoma (ES) is a bone cancer that affects children and young adults. Despite aggressive treatment, survival remains poor because of resistance to chemotherapy. Our study will investigate a new drug target, FEN1, to overcome resistance to current therapy. FEN1 is an enzyme that helps with DNA replication. Others have shown that ES cells behave like BRCAdeficient cells, which we know are hypersensitive to FEN1 inhibition. ES cells are also sensitive to removal of FEN1 by a process that uses CRISPR to knockout genes. Further, we have found that ES cells from at least one patient are hypersensitive to our FEN1 inhibitor, SMD2485. To explore the possibility of treating ES with FEN1 inhibitors, we will measure the effects of SMD2485 in a panel of ES cells. We will compare the effects of SMD2485 to that of Olaparib (PARP inhibitor) and traditional chemotherapy. Patients that are refractory to chemotherapy are often also resistant to PARP inhibitors. By comparing the responses to SMD2485, Olaparib, and chemo drugs, we will determine if FEN1 inhibition is efficacious in treating chemo resistant ES cells. We will silence, by using RNA interference, the abnormal EWS-FLI1 that drives ES. One of EWS-FLI1's many functions is to cause BRCA-deficiency, which then causes ES cells to be sensitive to FEN1 inhibitors. We will determine how silencing EWS-FLI1 will affect the responses of ES cells to SMD2485, Olaparib, and chemo drugs.  This project will provide the necessary pre-clinical data for evaluating FEN1 as a drug target to treat Ewing sarcoma.",99988.0,2019-06-01,2020-05-31,Complete,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,No,,It was an important for initiating a research project.,0.0,,,,,0.0,No,,Zero
47,90.0,Initial,25.3,FEN1 Nuclease-Targeted Therapy for Ewing Sarcoma,Moores Cancer Center,,False,False,False,False,True,Three Specific Aims,To Determine the Response of a Panel of Ewing Sarcoma Cell Lines to FEN1 Inhibitor,To Investigate the Response of Ewing Sarcoma Cell Lines to Genetic Ablation of FEN1 ,To Investigate the Role of EWS-FLI1 Fusion Gene in Causing FEN1-Dependency,,,,"Ewing sarcoma (ES) is a bone cancer that affects children and young adults. Despite aggressive treatment, survival remains poor because of resistance to chemotherapy. Our study will investigate a new drug target, FEN1, to overcome resistance to current therapy. FEN1 is an enzyme that helps with DNA replication. Others have shown that ES cells behave like BRCAdeficient cells, which we know are hypersensitive to FEN1 inhibition. ES cells are also sensitive to removal of FEN1 by a process that uses CRISPR to knockout genes. Further, we have found that ES cells from at least one patient are hypersensitive to our FEN1 inhibitor, SMD2485. To explore the possibility of treating ES with FEN1 inhibitors, we will measure the effects of SMD2485 in a panel of ES cells. We will compare the effects of SMD2485 to that of Olaparib (PARP inhibitor) and traditional chemotherapy. Patients that are refractory to chemotherapy are often also resistant to PARP inhibitors. By comparing the responses to SMD2485, Olaparib, and chemo drugs, we will determine if FEN1 inhibition is efficacious in treating chemo resistant ES cells. We will silence, by using RNA interference, the abnormal EWS-FLI1 that drives ES. One of EWS-FLI1's many functions is to cause BRCA-deficiency, which then causes ES cells to be sensitive to FEN1 inhibitors. We will determine how silencing EWS-FLI1 will affect the responses of ES cells to SMD2485, Olaparib, and chemo drugs.  This project will provide the necessary pre-clinical data for evaluating FEN1 as a drug target to treat Ewing sarcoma.",99988.0,2019-06-01,2020-05-31,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,,0.0,,,,,None,No,,Zero
48,125.0,Initial,47.2,"Identification of genes critical for the production of T cells from human pluripotent stem cells for development of ""off-the-shelf"" T cell immunotherapies",Sanford Burnum,,False,False,True,False,False,Two Specific Aims,Use a genome-wide CRISPR-Cas9 screen in hESC cells to identify genes whose disruption leads to the development of effector T cells.,Validate and assess tumor-killing capacity of clonal hESC-derived T cells.,,,,,"While anti-cancer therapies continue to improve, too many patients still do not respond to conventional therapies and die from their malignancy. A promising new therapy involves the use of the patient's own white blood cells, known as T cells, being removed and engineered to specifically target tumors before being reintroduced to the patient. While this cancer immunotherapy approach appears to work well for some cancers, it is a laborious and expensive process. An ideal solution is to produce ""off the shelf"" T cells which can be genetically altered to kill tumors. Human pluripotent stem cells can multiply without limit, differentiate into T cells, and be engineered to avoid being rejected by the immune systems of different patients, making them an ideal source universal donor cells. While previous studies have demonstrated derivation of T cells from human pluripotent stem cells, the process is inefficient. In this proposal, we will use genetic screening to individually disrupt genes in stem cells and then derive specific T cells capable of killing tumors. We will select these tumor killing cells and then use DNA sequencing to discern which genes are disrupted in the desired population. These genes can then be studied individually to derive stem cell lines, which will reliably give rise to T cells capable of killing tumors. These cells can then be modified to both avoid host rejection and target specific tumors. These universal donor ""off the shelf"" T cells will then be suitable to treat cancers in multiple patients.",75000.0,2017-06-01,2018-05-31,Complete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,No,,"It was beneficial to the recruitment of personnel on the project but did not affect my personal recruitment, retention, or advancement.",0.0,,,,,,No,,Zero
49,191.0,Initial,191.1,"Identification of genes critical for the production of T cells from human pluripotent stem cells for development of ""off-the-shelf"" T cell immunotherapies",UCSD - not a member of Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,Use a genome-wide CRISPR-Cas9 screen in hESC cells to identify genes whose disruption leads to the development of effector T cells,Validate and assess tumor killing capacity of clonal hESC-derived T cells,,,,,"While anti-cancer therapies continue to improve, too many patients still do not respond to conventional therapies and die from their malignancy. A promising new therapy involves the use of the patient's own white blood cells, known as T cells, being removed and engineered to specifically target tumors before being reintroduced to the patient. While this cancer immunotherapy approach appears to work well for some cancers, it is a laborious and expensive process. An ideal solution is to produce ""off the shelf"" T cells which can be genetically altered to kill tumors. Human pluripotent stem cells can multiply without limit, differentiate into T cells, and be engineered to avoid being rejected by the immune systems of different patients, making them an ideal source universal donor cells. While previous studies have demonstrated derivation of T cells from human pluripotent stem cells, the process is inefficient. In this proposal we will use genetic screening to individually disrupt genes in stem cells and then derive specific T cells capable of killing tumors. We will select these tumor killing cells and then use DNA sequencing to discern which genes are disrupted in the desired population.  These genes can then be studied individually to derive stem cell lines which will reliably give rise to T cells capable of killing tumors. These cells can then be modified to both avoid host rejection and target specific tumors. These universal donor ""off the shelf"" T cells will then be suitable to treat cancers in multiple patients.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
50,192.0,Initial,191.2,"Identification of genes critical for the production of T cells from human pluripotent stem cells for development of ""off-the-shelf"" T cell immunotherapies",Sanford Burnum,,False,False,True,False,False,Two Specific Aims,Use a genome-wide CRISPR-Cas9 screen in hESC cells to identify genes whose disruption leads to the development of effector T cells,Validate and assess tumor killing capacity of clonal hESC-derived T cells,,,,,"While anti-cancer therapies continue to improve, too many patients still do not respond to conventional therapies and die from their malignancy. A promising new therapy involves the use of the patient's own white blood cells, known as T cells, being removed and engineered to specifically target tumors before being reintroduced to the patient. While this cancer immunotherapy approach appears to work well for some cancers, it is a laborious and expensive process. An ideal solution is to produce ""off the shelf"" T cells which can be genetically altered to kill tumors. Human pluripotent stem cells can multiply without limit, differentiate into T cells, and be engineered to avoid being rejected by the immune systems of different patients, making them an ideal source universal donor cells. While previous studies have demonstrated derivation of T cells from human pluripotent stem cells, the process is inefficient. In this proposal we will use genetic screening to individually disrupt genes in stem cells and then derive specific T cells capable of killing tumors. We will select these tumor killing cells and then use DNA sequencing to discern which genes are disrupted in the desired population.  These genes can then be studied individually to derive stem cell lines which will reliably give rise to T cells capable of killing tumors. These cells can then be modified to both avoid host rejection and target specific tumors. These universal donor ""off the shelf"" T cells will then be suitable to treat cancers in multiple patients.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
51,129.0,Initial,50.2,Tissue-specific role of SMARCB1 in pediatric Rhabdoid tumors,Rady Children's,,False,False,False,False,True,Two Specific Aims,Determine cellular constraints on the ability of SMARCB1 inactivation to initiate tumorigenesis.,Investigate mechanisms underlying tissue-specific effects of SMARCB1 deletion. ,,,,,"This project aims to identify the mechanisms underlying initiation of pediatric rhabdoid tumors of the kidney and atypical teratoid rhabdoid tumors (ATRT) of the brain, which result from deletion of the SMARCB1 gene. To determine why SMARCB1 deletion initiates tumors only in certain tissues and developmental stages the project will investigate differences in the effect of eliminating SMARCB1 expression on cells of different tissue types and attempt to identify potential therapeutic targets which could aid in the treatment of patients with these lethal childhood tumors, which currently have very limited therapeutic options.",75000.0,2017-06-01,2018-05-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,,0.0,,,,,,No,,One
52,196.0,Initial,196.1,Tissue-specific role of SMARCB1 in pediatric Rhabdoid tumors,UCSD - not a member of Moores Cancer Center,,False,False,False,False,True,Two Specific Aims, Determine cellular constraints on the ability of SMARCB1 inactivation to initiate tumorigenesis.,Investigate mechanisms underlying tissue-specific effects of SMARCB1 deletion.,,,,,"This project aims to identify the mechanisms underlying initiation of pediatric rhabdoid tumors of the kidney and atypical teratoid rhabdoid tumors (ATRT) of the brain, which result from deletion of the SMARCB1 gene. To  determine why SMARCB1 deletion initiates tumors only in certain tissues and developmental stages the project will investigate differences in the effect of eliminating SMARCB1 expression on cells of different tissue  types and attempt to identify potential therapeutic targets which could aid in the treatment of patients with these lethal childhood tumors, which currently have very limited therapeutic options.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
53,197.0,Initial,196.2,Tissue-specific role of SMARCB1 in pediatric Rhabdoid tumors,UCSD - not a member of Moores Cancer Center,,False,False,False,False,True,Two Specific Aims,Determine cellular constraints on the ability of SMARCB1 inactivation to initiate tumorigenesis.,Investigate mechanisms underlying tissue-specific effects of SMARCB1 deletion.,,,,,"This project aims to identify the mechanisms underlying initiation of pediatric rhabdoid tumors of the kidney and atypical teratoid rhabdoid tumors (ATRT) of the brain, which result from deletion of the SMARCB1 gene. To  determine why SMARCB1 deletion initiates tumors only in certain tissues and developmental stages the project will investigate differences in the effect of eliminating SMARCB1 expression on cells of different tissue  types and attempt to identify potential therapeutic targets which could aid in the treatment of patients with these lethal childhood tumors, which currently have very limited therapeutic options.",75000.0,2017-06-01,2018-05-31,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
54,34.0,Initial,34.1,Understanding and Targeting NRF2 in Pancreatic Cancer,Moores Cancer Center,,False,True,False,False,False,Three Specific Aims,Determine how NRF2 shapes pancreatic cancer cell metabolism.,Examine the ability of MDM2 inhibitors to induce PDAC regression in KrasG12D;Nrf2Act mice  and PDX-bearing mice.,Examine whether bioreactive prodrugs that are specifically activated by the NRF2 target  NQO1 induce regression of mouse and human PDAC.,,,,"We have identified a protein that is called NRF2, whose expression is elevated in the pancreas of patients suffering from chronic pancreatitis, an inflammatory disease that greatly increases pancreatic cancer risk. Importantly, NRF2 expression remains elevated in established pancreatic cancer. In preclinical studies we  found that inhibition of NRF2 expression slows down development of pancreatic cancer in mice subjected to either acute or chronic pancreatitis. These results suggest that developing drugs to lower NRF2 or kill cells with elevated NRF2 may be used to prevent pancreatic cancer in high-risk individuals and may also be effective  against established pancreatic cancer. To better understand how NRF2 accelerates the development of pancreatic cancer and provide us with an experimental system suitable for testing of NRF2 targeting drugs, we  generated a new mouse model in which the formation of pancreatic cancer is strictly dependent on NRF2. We will use these mice to study how NRF2 controls pancreatic cancer metabolism and determine whether known  drugs that inhibit certain aspects of NRF2's tumorigenic activity can be used to prevent pancreatic cancer. We will also asses the therapeutic potential of a new class of prodrugs whose conversion to fully toxic anticancer  drugs is NRF2-dependent. We expect such drugs to selectively kill pancreatic cancer cells that possess high NRF2 activity while sparing normal cells in which NRF2 expression is low. These studies will contribute to development of new procedures for prevention and treatment of pancreatic cancer, the deadliest common human  malignancy.",125000.0,2018-06-01,2019-05-31,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,No,,,0.0,,,,,None.,Yes,"Track Code: 2020-263-2PCT  Application Number: PCT/2021/013203  Status: Pending: Active  Country of Filing: United States  Inventors: Michael Karin, Hua Su  Title: Combination Therapy for Pancreatic Cancer",Three
